ref_name,rx_name,control_variant_name,variant_name,ordinal_number,section,fold_cmp,fold,inhibition_pcnt,resistance_level,ineffective,cumulative_count,assay,date_added
Li21d,CP,S:614G,B.1.1.7 Spike,29,Fig 1C,=,1.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,30,Fig 1C,=,34.6,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,31,Fig 1C,=,0.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,32,Fig 1C,=,0.3,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,33,Fig 1C,=,0.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,34,Fig 1C,=,1.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,35,Fig 1C,=,0.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,36,Fig 1C,=,0.3,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,37,Fig 1C,=,0.7,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,38,Fig 1C,=,0.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,39,Fig 1C,=,0.3,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,40,Fig 1C,=,0.05,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,41,Fig 1C,=,1.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,42,Fig 1C,=,1.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,43,Fig 1C,=,1.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,44,Fig 1C,=,0.05,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,45,Fig 1C,=,0.02,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,46,Fig 1C,=,0.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,47,Fig 1C,=,0.5,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.1.7 Spike,48,Fig 1C,=,0.02,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,1,Fig 1C,=,7017.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,2,Fig 1C,=,20.3,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,3,Fig 1C,=,41.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,4,Fig 1C,=,1425.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,5,Fig 1C,=,4.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,6,Fig 1C,=,1.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,7,Fig 1C,=,345.5,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,8,Fig 1C,=,4.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,9,Fig 1C,=,4.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,10,Fig 1C,=,0.04,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,11,Fig 1C,=,49.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,12,Fig 1C,=,11.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,13,Fig 1C,=,0.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,14,Fig 1C,=,2.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,15,Fig 1C,=,7.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,16,Fig 1C,=,4.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,17,Fig 1C,=,2.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,18,Fig 1C,=,11.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,19,Fig 1C,=,0.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,20,Fig 1C,=,0.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,21,Fig 1C,=,119.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,22,Fig 1C,=,0.7,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,23,Fig 1C,=,24.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,24,Fig 1C,=,0.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,25,Fig 1C,=,1.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,26,Fig 1C,=,14.3,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,27,Fig 1C,=,5.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,28,Fig 1C,=,4.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,29,Fig 1C,=,7.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,30,Fig 1C,=,242.4,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,31,Fig 1C,=,1.7,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,32,Fig 1C,=,4.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,33,Fig 1C,=,49.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,34,Fig 1C,=,5.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,35,Fig 1C,=,2.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,36,Fig 1C,=,0.5,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,37,Fig 1C,=,142.5,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,38,Fig 1C,=,7.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,39,Fig 1C,=,4.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,40,Fig 1C,=,4.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,41,Fig 1C,=,4.1,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,42,Fig 1C,=,11.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,43,Fig 1C,=,5.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,44,Fig 1C,=,0.02,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,45,Fig 1C,=,10.0,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,46,Fig 1C,=,0.2,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,47,Fig 1C,=,28.9,50,NULL,NULL,1,NULL,2021-05-11
Li21d,CP,S:614G,B.1.351 Spike,48,Fig 1C,=,17.0,50,NULL,NULL,1,NULL,2021-05-11
